-7188	-7554	-8018	-8161	-8422	-8596	-8734	-8895	-8973	-9043
-7944	-8264	-8509	-8795	-8886	-8952	-8843	-8968	-9144	-8946
-8183	-8766	-8811	-9169	-9184	-9289	-9417	-9388	-9426	-9493
-8485	-9008	-9119	-9274	-9395	-9422	-9495	-9547	-9611	-9604
-8809	-9148	-9268	-9315	-9391	-9469	-9409	-9392	-9389	-9314
-9076	-9228	-9329	-9391	-9440	-9382	-9317	-9315	-9399	-9341
-9159	-9254	-9374	-9393	-9395	-9404	-9434	-9447	-9308	-9306
-9354	-9216	-9204	-9278	-9393	-9271	-9403	-9344	-9342	-9316
-9415	-9138	-9206	-9150	-9208	-9188	-9190	-9048	-9134	-9000
-9351	-9022	-9137	-8896	-8801	-8879	-8933	-8931	-9010	-8994
-9327	-8801	-8993	-8799	-8763	-8761	-8764	-8818	-8868	-8887
-9169	-8696	-8500	-8628	-8698	-8797	-8705	-8742	-8730	-8537
-8164	-8444	-8568	-8571	-8568	-8567	-8511	-8540	-8413	-8419
-8040	-8034	-7840	-8024	-8214	-8028	-8099	-8351	-8158	-8093
-7841	-7320	-7386	-7577	-7645	-7640	-7640	-7708	-7710	-7830
-6653	-6756	-6619	-6615	-6749	-7266	-6880	-7005	-7006	-7011
