-5583	-5446	-5870	-6071	-6141	-6242	-6476	-6520	-6467	-6634
-5979	-6112	-6332	-6439	-6532	-6638	-6702	-6646	-6767	-6889
-6259	-6405	-6572	-6701	-6755	-6822	-6888	-6926	-6960	-7035
-6233	-6622	-6708	-6818	-6887	-6957	-7025	-7052	-7103	-7102
-6421	-6711	-6814	-6939	-7005	-7030	-7058	-7075	-7125	-7165
-6650	-6846	-6952	-6977	-7036	-7082	-7126	-7141	-7164	-7195
-6714	-6945	-6978	-7040	-7104	-7106	-7138	-7134	-7202	-7192
-6799	-6930	-6998	-7029	-7004	-6951	-7011	-7075	-7127	-7120
-6785	-6882	-6942	-6887	-6943	-7007	-6952	-6998	-7003	-7060
-6718	-6882	-6915	-6887	-6945	-7031	-7016	-7009	-7067	-6939
-6749	-6621	-6815	-6745	-6877	-6878	-6875	-6931	-6933	-6943
-6627	-6622	-6626	-6555	-6497	-6498	-6613	-6557	-6750	-6620
-6573	-6375	-6241	-6242	-5986	-6108	-6235	-6555	-6425	-6494
-6452	-6171	-6106	-5855	-5855	-5976	-6041	-5979	-6045	-5981
-6105	-5469	-5340	-5530	-5475	-5598	-5601	-5660	-5725	-5604
-5347	-5347	-4959	-5019	-5026	-5209	-5454	-5215	-5213	-5276
