-3983	-3999	-4066	-4130	-4192	-4189	-4248	-4294	-4384	-4441
-4070	-4118	-4181	-4260	-4256	-4322	-4455	-4498	-4615	-4630
-4237	-4245	-4376	-4436	-4568	-4642	-4645	-4709	-4760	-4777
-4485	-4500	-4646	-4688	-4649	-4706	-4715	-4739	-4742	-4732
-4659	-4700	-4781	-4746	-4765	-4793	-4802	-4855	-4723	-4728
-4720	-4771	-4797	-4803	-4853	-4726	-4724	-4725	-4668	-4787
-4731	-4604	-4662	-4730	-4788	-4661	-4725	-4730	-4853	-4656
-4672	-4667	-4666	-4726	-4727	-4726	-4786	-4793	-4720	-4717
-4541	-4476	-4599	-4598	-4722	-4659	-4720	-4728	-4662	-4659
-4480	-4541	-4662	-4664	-4660	-4719	-4598	-4597	-4601	-4721
-4347	-4342	-4467	-4596	-4659	-4660	-4596	-4534	-4533	-4655
-4294	-4346	-4406	-4468	-4468	-4598	-4590	-4533	-4655	-4598
-4281	-4209	-4218	-4279	-4216	-4280	-4463	-4470	-4528	-4526
-4090	-4092	-4155	-4024	-4027	-4090	-4150	-4029	-4222	-4273
-3712	-3764	-3836	-3712	-3838	-3829	-3895	-3896	-3962	-3957
-3577	-3517	-3643	-3706	-3643	-3698	-3641	-3583	-3639	-3773
