-6839	-6983	-7413	-7683	-7878	-8014	-8095	-8268	-8180	-8260
-7452	-7694	-7921	-8171	-8258	-8297	-8463	-8523	-8636	-8649
-7833	-8142	-8254	-8439	-8520	-8599	-8712	-8788	-8894	-8846
-8165	-8414	-8548	-8616	-8676	-8814	-8854	-8877	-8942	-8917
-8245	-8462	-8575	-8726	-8802	-8858	-8879	-8926	-8924	-8800
-8290	-8643	-8685	-8788	-8807	-8738	-8740	-8863	-8874	-8919
-8295	-8617	-8723	-8796	-8827	-8856	-8862	-8802	-8804	-8801
-8291	-8684	-8754	-8802	-8801	-8804	-8811	-8813	-8872	-8745
-8316	-8514	-8477	-8637	-8732	-8695	-8738	-8791	-8797	-8736
-8223	-8380	-8415	-8314	-8417	-8418	-8668	-8738	-8735	-8747
-8161	-8286	-8246	-8220	-8226	-8348	-8412	-8487	-8539	-8604
-8038	-8029	-8030	-7960	-8091	-7970	-8154	-8156	-8182	-8224
-8049	-7708	-7898	-7833	-7588	-7838	-7840	-7906	-7774	-7837
-7982	-7136	-7574	-7584	-7641	-7514	-7766	-7708	-7772	-7576
-7581	-6877	-6998	-7129	-7078	-7137	-7134	-7263	-7258	-7387
-6497	-6503	-6109	-6489	-6682	-6494	-6556	-6616	-6818	-6683
