5575	5544	5264	5248	5047	4931	4690	4667	4411	4419
5382	5179	5086	4986	4762	4637	4504	4362	4299	4177
5141	5081	4827	4740	4637	4433	4312	4188	4085	4036
5016	4769	4744	4657	4496	4361	4187	4163	4041	3971
4824	4705	4633	4481	4380	4229	4166	4035	4009	3958
4670	4510	4375	4354	4175	4157	4068	3973	3957	3927
4520	4392	4254	4184	4086	4029	3960	3911	3886	3824
4447	4314	4164	4119	4022	3947	3908	3899	3804	3795
4394	4233	4145	4088	3966	3963	3899	3865	3846	3865
4314	4147	4064	4019	3959	3937	3938	4058	3868	3936
4252	4192	4077	3976	3914	3932	3931	3934	3878	3989
4335	4232	4102	4057	4186	4190	4061	4055	4058	3938
4446	4440	4569	4899	4704	4639	4768	4772	4707	4708
5012	5410	5340	5284	5219	5156	5155	5088	5153	5089
6107	5982	5860	5857	5854	5792	5790	5732	5727	5729
6370	6495	6493	6366	6240	6244	6239	6112	6114	6116
