4538	4433	4433	4343	4210	4118	3916	3854	3628	3548
4396	4292	4182	4137	3921	3907	3691	3642	3442	3523
4061	3983	3915	3827	3700	3563	3566	3412	3320	3254
3894	3904	3796	3614	3530	3474	3337	3228	3202	3122
3803	3776	3550	3533	3469	3351	3273	3163	3125	3052
3737	3612	3544	3404	3293	3280	3155	3133	3014	3011
3680	3492	3413	3298	3272	3164	3086	2997	3007	2921
3568	3515	3298	3245	3164	3097	3034	2984	2983	2904
3483	3424	3285	3168	3096	3071	2988	2935	2942	2900
3481	3366	3286	3176	3067	3040	3041	3030	2915	2917
3487	3426	3291	3279	3290	3293	3415	3358	3295	3305
3562	3498	3465	3548	3619	3676	3620	3801	3684	3735
3795	3989	4192	4193	4193	4194	4068	4066	4126	4000
4573	4710	4575	4579	4452	4514	4383	4384	4323	4320
4960	5089	5030	4960	4833	4836	4703	4701	4704	4706
5521	5599	5660	5474	5406	5346	5279	5278	5153	4962
