7787	7351	7042	6621	6333	6227	6137	5943	5966	5842
7308	6865	6463	6284	6043	5941	5887	5785	5777	5690
6774	6499	6292	6074	5963	5871	5789	5735	5663	5599
6641	6389	6263	6011	5893	5821	5767	5708	5629	5638
6515	6292	6218	5893	5762	5725	5679	5659	5633	5563
6178	6125	6003	5931	5794	5787	5663	5791	5660	5787
6098	6001	5903	5845	5832	5952	5725	5761	5823	5796
6097	5911	5824	5925	5815	5909	5899	5830	5979	5826
5874	5876	5831	5921	5725	5855	5982	5983	5728	5729
5932	5857	5789	5986	5853	5969	5852	6106	6047	6306
5935	5821	5919	6107	5865	5984	5979	6101	6047	5983
5882	5905	5915	6050	6045	6051	6116	6052	6111	6048
5896	6043	6231	6183	5934	6368	6235	5988	6298	6188
6302	6240	6427	6438	6053	6113	6051	6371	6694	6686
6622	7005	6816	6871	6883	6690	6884	6816	6629	6695
7392	7389	7266	7209	7205	7198	7078	7011	6886	7133
