80	297	119	161	164	56	-22	41	-100	-174	-96	-135	-195	-207	-260	-286	-387	-441	-440	-487	-541	-530	-660	-636	-710	-735	-751	-778	-819	-834	-914	-879	-913	-909	-976	-963	-1022	-992	-1026	-1047	-1135	-973	-979	-988	-957	-956	-881	-879	-837	-771	-747	-655	-668	-560	-534	-415	-359	-320	-237	-151
184	184	141	92	67	116	38	23	-73	-95	-130	-132	-172	-253	-263	-269	-402	-402	-548	-533	-597	-612	-676	-730	-709	-745	-787	-803	-849	-892	-909	-904	-978	-968	-984	-1045	-1017	-1023	-1051	-1069	-1047	-1012	-1069	-1012	-1039	-944	-943	-909	-870	-855	-798	-709	-617	-593	-504	-490	-432	-365	-252	-228
192	129	34	35	-57	-16	-42	-40	-48	-106	-144	-166	-202	-253	-212	-339	-401	-432	-514	-518	-576	-617	-659	-677	-704	-719	-782	-846	-814	-836	-897	-880	-906	-941	-977	-970	-1021	-1007	-1035	-1022	-1045	-1052	-1062	-1043	-1038	-984	-967	-908	-884	-854	-800	-698	-689	-620	-563	-514	-440	-394	-299	-228
76	111	73	49	-19	-37	-26	-43	-134	-102	-197	-166	-181	-349	-314	-324	-415	-431	-486	-519	-559	-660	-675	-779	-778	-802	-816	-833	-891	-877	-908	-939	-995	-1040	-1062	-1034	-1030	-1064	-1075	-1042	-1059	-1033	-1060	-1050	-1061	-1004	-997	-958	-869	-927	-821	-768	-718	-619	-558	-521	-431	-374	-346	-266
139	58	53	53	-8	-25	-67	-40	-118	-173	-140	-226	-228	-289	-335	-369	-431	-483	-524	-584	-609	-652	-701	-732	-772	-841	-842	-978	-860	-911	-932	-962	-991	-1007	-1012	-1066	-1080	-1078	-1099	-1073	-1095	-1101	-1055	-1077	-1076	-1075	-1015	-982	-935	-851	-835	-776	-725	-691	-578	-514	-488	-418	-334	-280
125	66	82	50	-45	-20	-52	-79	-79	-186	-148	-230	-206	-292	-363	-420	-453	-465	-523	-564	-643	-648	-689	-754	-760	-789	-810	-890	-897	-947	-1042	-986	-1059	-1046	-1069	-1075	-1089	-1071	-1118	-1100	-1150	-1096	-1113	-1090	-1070	-1053	-1005	-963	-952	-904	-797	-807	-719	-678	-594	-544	-500	-431	-363	-286
147	143	52	58	20	2	-29	-37	-100	-159	-203	-229	-173	-312	-297	-345	-394	-457	-487	-588	-590	-619	-649	-734	-725	-748	-810	-844	-924	-868	-940	-951	-997	-1041	-1001	-1109	-1050	-1110	-1071	-1117	-1113	-1059	-1075	-1050	-1034	-1035	-964	-945	-919	-860	-829	-747	-688	-560	-528	-470	-383	-336	-319	-182
86	139	84	31	-8	13	-38	-140	-148	-161	-183	-203	-201	-269	-293	-371	-414	-501	-488	-527	-576	-631	-696	-686	-784	-813	-802	-841	-875	-898	-919	-934	-978	-953	-1030	-1035	-1068	-1060	-1059	-1069	-1059	-1047	-1158	-1030	-1036	-971	-987	-900	-884	-945	-787	-716	-673	-684	-584	-477	-466	-326	-316	-288
111	176	159	51	2	43	-42	-64	-45	-127	-173	-199	-257	-233	-295	-347	-390	-454	-468	-460	-575	-606	-645	-618	-733	-773	-776	-790	-812	-852	-931	-914	-974	-968	-990	-975	-1005	-1011	-1029	-1064	-1107	-1070	-1038	-1057	-1022	-992	-941	-910	-862	-824	-801	-746	-689	-602	-543	-463	-398	-294	-310	-174
98	116	97	148	24	-34	-59	-20	-115	-104	-212	-179	-205	-297	-314	-388	-444	-452	-494	-550	-628	-656	-677	-731	-722	-817	-810	-822	-871	-881	-929	-932	-972	-940	-973	-1073	-1068	-1038	-1069	-1121	-1085	-1084	-1055	-1065	-1046	-1035	-1013	-1082	-902	-842	-807	-738	-722	-632	-586	-516	-446	-385	-343	-243
