8494	8236	7950	7788	7624	7581	7548	7478	7425	7397
8312	7990	7852	7653	7557	7502	7419	7417	7457	7438
8093	7835	7693	7543	7426	7398	7399	7590	7726	7845
7830	7721	7542	7452	7371	7457	7521	7652	7599	7647
7704	7602	7494	7444	7585	7585	7656	7779	7588	7653
7671	7581	7514	7761	7711	7649	7777	7652	7652	7715
7671	7549	7616	7773	7717	7845	7781	7844	7843	7782
7731	7645	7642	7998	7840	7906	7907	7850	7788	7782
7782	7700	7646	8157	8036	7907	7910	7780	7779	7780
7901	7826	7888	8160	8163	8153	7781	7717	7773	7775
8047	7962	7905	8220	8158	7972	7843	7839	7900	7780
8163	8091	8023	8025	8096	8219	8161	8034	7901	7848
8416	8281	8151	8093	8216	8226	8296	8291	8160	8166
8668	8663	8422	8536	8538	8600	8545	8485	8354	8168
8849	8974	8800	8739	8866	8794	8866	8799	8855	8794
8937	8669	8998	8866	8993	8803	9058	9055	9053	8928
