-4925	-4678	-5163	-5142	-5317	-5354	-5364	-5514	-5547	-5497
-5037	-5217	-5350	-5447	-5483	-5553	-5580	-5695	-5754	-5826
-5152	-5369	-5477	-5619	-5643	-5746	-5803	-5830	-5896	-5960
-5280	-5552	-5638	-5753	-5824	-5832	-5946	-5948	-5963	-6030
-5458	-5698	-5762	-5768	-5892	-5898	-5968	-5969	-6049	-6047
-5601	-5772	-5902	-5901	-5956	-6019	-6074	-6040	-6080	-6078
-5696	-5891	-5908	-5953	-6043	-6041	-6046	-6051	-6070	-6074
-5674	-5854	-5924	-5948	-5980	-5978	-5987	-6070	-6112	-6108
-5663	-5866	-5917	-5977	-5919	-5927	-5985	-6049	-6044	-6043
-5595	-5816	-5856	-5860	-5857	-5850	-5857	-5966	-5977	-5907
-5555	-5725	-5849	-5854	-5786	-5734	-5788	-5724	-5852	-5791
-5540	-5661	-5661	-5781	-5725	-5784	-5724	-5662	-5723	-5782
-5469	-5409	-5470	-5472	-5666	-5721	-5786	-5792	-5912	-5860
-5277	-5220	-5284	-5276	-5397	-5462	-5465	-5275	-5538	-5464
-5083	-4824	-4763	-4892	-4957	-4954	-4824	-4954	-4957	-4829
-3929	-4199	-4376	-4265	-4322	-4511	-4380	-4389	-4385	-4444
