-5154	-5202	-5523	-5543	-5680	-5704	-5700	-5717	-5852	-5894
-5525	-5647	-5692	-5852	-5923	-5964	-6043	-6055	-6051	-6109
-5732	-5893	-5973	-5977	-6042	-6078	-6048	-6014	-6135	-6141
-5955	-5980	-6063	-6104	-6120	-6120	-6154	-6224	-6219	-6141
-6123	-6114	-6164	-6145	-6234	-6228	-6266	-6268	-6266	-6260
-6137	-6076	-6233	-6205	-6212	-6266	-6271	-6204	-6268	-6201
-6227	-6229	-6267	-6202	-6204	-6202	-6260	-6263	-6261	-6261
-6069	-6139	-6010	-6261	-6135	-6131	-6143	-6200	-6266	-6320
-6139	-6234	-6134	-6267	-6073	-6072	-6133	-6200	-6135	-6130
-6006	-6012	-6128	-6194	-6143	-6070	-6140	-6202	-6136	-6070
-6137	-6135	-6139	-6255	-6144	-6141	-6010	-6070	-6131	-6007
-5937	-5947	-5940	-6134	-6064	-6016	-6012	-5938	-6131	-6007
-5873	-5812	-5999	-5881	-5875	-5870	-5816	-5899	-5879	-5819
-5507	-5688	-5756	-5938	-6138	-6140	-6268	-6263	-6259	-6261
-5816	-5753	-5626	-5811	-5816	-5622	-5367	-5624	-5617	-5495
-5113	-5045	-5109	-5175	-5239	-5240	-5237	-5238	-5178	-5297
