-4240	-4259	-4267	-4360	-4366	-4507	-4446	-4421	-4484	-4464
-4103	-4223	-4255	-4276	-4294	-4418	-4459	-4538	-4595	-4673
-4174	-4226	-4349	-4424	-4466	-4536	-4550	-4617	-4676	-4744
-4151	-4472	-4480	-4543	-4608	-4666	-4737	-4805	-4870	-4918
-4369	-4613	-4716	-4742	-4753	-4855	-4867	-4938	-4995	-4984
-4603	-4749	-4780	-4787	-4866	-4897	-4946	-4924	-5018	-5023
-4635	-4752	-4735	-4764	-4703	-4767	-4830	-4772	-4837	-4896
-4621	-4638	-4603	-4633	-4644	-4644	-4647	-4704	-4768	-4823
-4599	-4701	-4575	-4636	-4667	-4706	-4706	-4699	-4764	-4762
-4621	-4579	-4519	-4634	-4516	-4585	-4531	-4650	-4647	-4770
-4569	-4577	-4572	-4503	-4506	-4448	-4441	-4574	-4441	-4578
-4507	-4442	-4512	-4375	-4320	-4253	-4440	-4380	-4381	-4438
-4438	-4441	-4313	-4311	-4382	-4438	-4247	-4378	-4131	-4125
-4062	-4370	-4376	-4003	-4122	-4181	-4184	-4189	-4188	-4187
-4247	-3997	-4123	-3946	-4058	-3931	-4003	-4066	-4251	-4185
-3853	-4259	-4252	-3676	-3711	-3872	-3676	-3739	-3741	-3479
