-2884	-2862	-2756	-2774	-2807	-2779	-2779	-2806	-2816	-2815
-2621	-2552	-2551	-2431	-1786	-2100	-1917	-2170	-2040	-1973
-1785	-1907	-1716	-1782	-1659	-1660	-1786	-1906	-1787	-1783
-1976	-1790	-1788	-1782	-1917	-1849	-1850	-1916	-2041	-1973
-2165	-1974	-2041	-2044	-2354	-2169	-2292	-2297	-2424	-2294
-2360	-2170	-2295	-2296	-2547	-2423	-2233	-2359	-2555	-2300
-2548	-2300	-2235	-2229	-2550	-2299	-2299	-2547	-2427	-2424
-2616	-2362	-2545	-2426	-2680	-2421	-2482	-2482	-2675	-2426
-2621	-2362	-2352	-2424	-2680	-2358	-2360	-2548	-2682	-2421
-2555	-2300	-2298	-2483	-2612	-2358	-2550	-2552	-2799	-2485
-2606	-2363	-2420	-2484	-2741	-2421	-2549	-2549	-2680	-2361
-2681	-2355	-2551	-2553	-2741	-2745	-2678	-2682	-2805	-2546
-2744	-2360	-2679	-2612	-2934	-2738	-2744	-2675	-2930	-2740
-2684	-2491	-2675	-2614	-3062	-2807	-2868	-2798	-3064	-2874
-2552	-2554	-2430	-2683	-2605	-2806	-2806	-2796	-2667	-2831
-2618	-2553	-2493	-2629	-2441	-2677	-2617	-2698	-2492	-2708
