8939	8955	8882	9003	8907	8876	8833	8831	8831	8748
8891	8782	8706	8701	8720	8762	8737	8764	8731	8746
8740	8631	8610	8610	8613	8681	8800	8867	8737	8800
8675	8630	8666	8670	8675	8662	8666	8727	8723	8718
8664	8596	8672	8606	8666	8650	8666	8718	8663	8662
8647	8657	8672	8611	8658	8662	8648	8663	8646	8668
8668	8602	8607	8603	8605	8650	8656	8664	8668	8672
8608	8613	8599	8666	8607	8607	8653	8664	8674	8667
8671	8575	8545	8605	8605	8666	8648	8667	8676	8669
8627	8647	8614	8607	8605	8669	8603	8665	8666	8666
8637	8605	8547	8642	8651	8612	8672	8670	8667	8667
8655	8629	8548	8647	8664	8672	8666	8678	8731	8678
8726	8668	8674	8608	8605	8669	8670	8732	8730	8682
8699	8663	8801	8671	8605	8643	8643	8667	8727	8730
9159	8862	9118	9187	8736	8865	9114	8863	8661	8680
9379	9501	9488	9312	9376	8996	9365	9186	9313	9121
