-3452	-3804	-3850	-3861	-3938	-3953	-3976	-3979	-4049	-4077
-3799	-3851	-3867	-3810	-3956	-3987	-4055	-4059	-4119	-4107
-3825	-3931	-3974	-3977	-4028	-4039	-4160	-4156	-4174	-4232
-3947	-4029	-4110	-4162	-4205	-4242	-4238	-4283	-4299	-4374
-3964	-4084	-4134	-4226	-4280	-4291	-4309	-4348	-4400	-4407
-4003	-4070	-4162	-4219	-4147	-4402	-4442	-4447	-4439	-4477
-4031	-4160	-4207	-4243	-4319	-4321	-4188	-4314	-4447	-4444
-3970	-4156	-4156	-4231	-4286	-4285	-4319	-4249	-4193	-4322
-4001	-4191	-4187	-4202	-4087	-4126	-4186	-4322	-4384	-4381
-4021	-4005	-4087	-3999	-3939	-4133	-4190	-4129	-4128	-4132
-3876	-4029	-4190	-4191	-4223	-4182	-4130	-4186	-4121	-4198
-3937	-4103	-4067	-4004	-4055	-3933	-3989	-4068	-4061	-3934
-3904	-3872	-3932	-3808	-3997	-3934	-3800	-3809	-3743	-3809
-3757	-3746	-3802	-3866	-3556	-3413	-3360	-3419	-3544	-3541
-3797	-3678	-3357	-3414	-3419	-3542	-3864	-3553	-3355	-3349
-3486	-3677	-3151	-3301	-3297	-3228	-3288	-3288	-3252	-3553
