-4457	-4493	-4609	-4557	-4660	-4643	-4811	-4721	-4918	-5006
-4353	-4551	-4619	-4711	-4738	-4931	-4966	-4981	-5106	-5109
-4299	-4648	-4746	-4844	-4906	-4978	-5116	-5226	-5235	-5290
-4558	-4803	-4959	-5056	-5109	-5157	-5236	-5306	-5364	-5382
-4874	-5090	-5171	-5242	-5296	-5351	-5379	-5420	-5442	-5515
-5028	-5196	-5243	-5280	-5340	-5343	-5402	-5464	-5531	-5536
-5152	-5150	-5181	-5214	-5282	-5343	-5352	-5342	-5345	-5405
-5152	-5087	-5082	-5087	-5151	-5156	-5246	-5282	-5344	-5302
-5090	-5042	-5089	-5122	-5211	-5216	-5219	-5217	-5280	-5276
-5116	-5089	-5149	-5146	-5083	-5021	-5084	-4965	-5151	-5156
-5153	-5117	-5153	-5148	-5214	-5213	-5089	-5091	-5082	-4891
-5030	-4900	-5027	-5018	-5088	-5147	-5205	-5089	-4957	-4830
-5025	-5021	-4951	-4902	-5021	-4828	-4956	-5017	-5019	-4828
-5001	-4887	-4769	-4763	-4649	-4960	-4964	-5021	-4955	-4952
-5004	-4516	-4524	-4633	-4576	-4319	-4254	-4440	-4259	-4188
-4758	-3998	-3816	-3880	-3816	-4061	-3807	-4003	-3995	-3817
