-5777	-6068	-6285	-6314	-6341	-6351	-6542	-6546	-6676	-6673
-6288	-6402	-6538	-6597	-6609	-6681	-6726	-6795	-6827	-6873
-6553	-6675	-6731	-6810	-6874	-6856	-6863	-6886	-6887	-6919
-6862	-6876	-6955	-6902	-6986	-7001	-7002	-7009	-6990	-7034
-6978	-6999	-6997	-7005	-7027	-7037	-7058	-7096	-7043	-7039
-7014	-7035	-7037	-7098	-7075	-7041	-7108	-7098	-7037	-7028
-7079	-7037	-7104	-7100	-7099	-7033	-7028	-7102	-7097	-7031
-6968	-7038	-7097	-7032	-7156	-7096	-7093	-7034	-7100	-7155
-7098	-6962	-7093	-7088	-7036	-7095	-7101	-6964	-6842	-6970
-6912	-6842	-6714	-6899	-6969	-6830	-6712	-7034	-6837	-6780
-6722	-6838	-6779	-6771	-6846	-6836	-6647	-6841	-6655	-6847
-6520	-6641	-6711	-6901	-6718	-6587	-6711	-6643	-6777	-6649
-6391	-6393	-6520	-6459	-6653	-6653	-6845	-6899	-6897	-6904
-6389	-6403	-6398	-6718	-7100	-6590	-6642	-6523	-6397	-6521
-6010	-6077	-6011	-6139	-6137	-6071	-6013	-6006	-6008	-5948
-5751	-5752	-5751	-5748	-5821	-5760	-5821	-5880	-5813	-5875
