-7516	-7935	-8398	-8772	-9022	-9165	-9357	-9448	-9606	-9679
-8098	-8752	-9144	-9332	-9551	-9674	-9760	-9806	-9863	-9735
-9189	-9361	-9622	-9703	-9936	-9932	-9929	-10063	-10128	-10138
-9248	-9578	-9758	-9841	-9997	-10060	-10178	-10178	-10237	-10137
-9514	-9773	-9952	-9974	-10065	-10082	-10013	-9956	-9899	-9760
-9616	-9809	-9961	-10054	-10046	-9917	-10017	-9957	-9698	-9693
-9543	-9795	-9888	-9855	-9840	-9785	-9767	-9821	-9698	-9600
-9584	-9664	-9720	-9764	-9657	-9697	-9656	-9714	-9891	-9723
-9547	-9646	-9656	-9759	-9700	-9820	-9827	-9769	-9822	-9647
-9539	-9442	-9640	-9575	-9526	-9519	-9504	-9459	-9462	-9450
-9481	-9311	-9445	-9401	-9440	-9442	-9453	-9440	-9310	-9264
-9417	-9263	-9265	-9181	-9214	-9268	-9270	-9128	-9189	-9180
-9287	-8964	-9082	-9143	-9180	-8931	-9053	-9131	-9062	-8795
-8298	-8629	-8697	-8505	-8481	-8508	-8539	-8560	-8671	-8544
-8092	-7843	-7775	-7837	-7959	-7975	-8098	-8159	-8229	-8228
-6684	-6759	-6877	-7004	-7014	-7264	-7387	-7386	-7580	-7579
