582	143	22	3	-82	-114	-121	-122	-139	-272	-278	-359	-374	-310	-523	-514	-619	-631	-647	-747	-749	-812	-838	-887	-886	-1011	-1004	-1067	-1135	-1125	-1132	-1132	-868	-1255	-1193	-1131	-1305	-1256	-1250	-1255	-1256	-1253	-1260	-1305	-1247	-1333	-1254	-1197	-1175	-1127	-1077	-1001	-1003	-883	-867	-866	-748	-627	-604	-531	-434	-400
665	151	32	-5	-22	-55	-98	-115	-164	-225	-266	-362	-360	-402	-479	-488	-586	-575	-669	-674	-738	-796	-870	-865	-930	-930	-991	-994	-1049	-1113	-1110	-1160	-980	-1119	-1169	-1120	-1283	-1164	-1236	-1292	-1242	-1298	-1287	-1234	-1299	-1337	-1226	-1161	-1113	-1103	-1047	-979	-962	-923	-801	-800	-671	-609	-581	-506	-403	-377
593	161	23	-35	-45	-70	-119	-137	-239	-237	-261	-373	-376	-362	-376	-424	-531	-508	-622	-689	-756	-800	-877	-894	-980	-995	-1006	-1005	-1058	-1126	-1126	-1131	-996	-1173	-1177	-1246	-1131	-1245	-1246	-1246	-1297	-1305	-1306	-1303	-1306	-1387	-1245	-1186	-1170	-1138	-1070	-999	-951	-883	-868	-832	-739	-669	-616	-490	-437	-405
614	232	37	35	-24	-12	-42	-124	-141	-223	-232	-311	-355	-362	-436	-483	-546	-612	-604	-680	-740	-799	-861	-881	-918	-981	-987	-991	-1047	-1108	-1110	-1113	-853	-1116	-1111	-1114	-1159	-1155	-1232	-1240	-1239	-1232	-1241	-1235	-1236	-1329	-1168	-1168	-1146	-1110	-1076	-997	-967	-855	-795	-797	-654	-662	-555	-472	-388	-341
649	200	134	90	16	15	-60	-62	-120	-239	-250	-292	-323	-5460	-5758	-5811	-5768	-5876	-5974	-5985	-5943	-5997	-5951	-6005	-6011	-6006	-6126	-5888	-6255	-6137	-6251	-6258	-6126	-6127	-6124	-6189	-6127	-6188	-6128	-6128	-6128	-6128	-6186	-6180	-6189	-6186	-6191	-6276	-6296	-6247	-6188	-6190	-6059	-6116	-6001	-6004	-6000	-6003	-5878	-6085	-5815	-5871
617	190	100	69	-19	-31	-100	-149	-161	-265	-284	-341	-360	-5513	-5792	-5838	-5795	-5919	-6025	-6027	-5912	-6028	-5984	-6034	-6044	-6037	-6104	-5918	-6236	-6230	-6286	-6291	-6156	-6162	-6157	-6225	-6160	-6278	-6222	-6217	-6279	-6215	-6286	-6223	-6227	-6227	-6220	-6275	-6334	-6294	-6290	-6227	-6155	-6162	-6094	-6100	-6037	-6036	-6032	-6140	-5979	-5955
648	191	55	53	-31	-56	-163	-129	-188	-291	-299	-368	-377	-5510	-5814	-5858	-5822	-5930	-6023	-6045	-5935	-5998	-6007	-6057	-6062	-6054	-6126	-5947	-6256	-6253	-6312	-6314	-6174	-6181	-6123	-6253	-6126	-6253	-6245	-6256	-6187	-6181	-6312	-6187	-6250	-6187	-6248	-6350	-6359	-6312	-6310	-6316	-6180	-6184	-6121	-6128	-6119	-6063	-6055	-6178	-6009	-5989
643	205	81	52	-3	-5	-98	-116	-136	-248	-256	-320	-322	-5525	-5823	-5837	-5762	-5887	-6012	-6004	-5889	-6005	-5955	-6010	-6015	-6009	-6078	-5890	-6261	-6085	-6138	-6266	-6132	-6068	-6126	-6135	-6195	-6200	-6197	-6255	-6135	-6254	-6254	-6250	-6254	-6195	-6252	-6297	-6327	-6269	-6261	-6262	-6130	-6131	-6130	-6133	-6075	-6078	-6012	-6193	-6015	-6002
731	184	82	45	-35	-32	-142	-143	-164	-255	-287	-377	-363	-5511	-5843	-5847	-5792	-5919	-6028	-6028	-6032	-6033	-5967	-6031	-6094	-6030	-6108	-5914	-6233	-6172	-6280	-6292	-6155	-6160	-6040	-6227	-6163	-6223	-6163	-6162	-6224	-6161	-6164	-6222	-6224	-6219	-6280	-6330	-6353	-6294	-6288	-6291	-6163	-6156	-6039	-6162	-6158	-6093	-6098	-6203	-6042	-6034
