-6455	-6528	-6962	-7179	-7337	-7529	-7544	-7630	-7635	-7794
-6817	-7158	-7324	-7554	-7649	-7778	-7855	-7835	-8048	-8059
-7079	-7632	-7775	-7749	-7968	-8021	-8130	-8143	-8258	-8270
-7544	-7777	-7908	-7949	-8112	-8166	-8258	-8270	-8323	-8344
-7550	-7858	-8034	-8064	-8123	-8213	-8227	-8287	-8256	-8289
-7665	-7996	-8048	-8092	-8179	-8221	-8221	-8249	-8220	-8350
-7831	-8031	-8096	-8108	-8126	-8125	-8115	-8032	-8220	-8159
-7989	-8065	-8033	-8117	-8032	-8094	-8160	-8158	-8153	-8154
-8011	-7969	-8069	-8092	-8034	-8063	-8097	-8156	-8157	-8155
-8017	-7741	-7866	-7903	-8030	-8031	-8090	-8096	-8159	-8030
-7974	-7594	-7649	-7591	-7643	-7645	-7896	-7897	-7968	-7906
-7936	-7413	-7394	-7517	-7642	-7515	-7577	-7772	-7707	-7772
-7757	-7390	-7324	-7072	-7131	-7190	-7261	-7263	-7259	-7512
-6936	-6871	-6943	-7065	-6877	-6872	-6880	-7127	-7076	-6943
-6755	-6487	-6491	-6616	-6870	-6620	-6746	-6807	-6812	-6743
-5800	-5724	-6042	-5974	-6047	-6041	-6359	-6163	-6234	-6235
